,Unnamed: 0.1,Unnamed: 0,dataset,rse_id,DTier,size_on_tape_[TB],category
614,803,803,/GluGluHToBB_M125_13TeV_powheg_pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,10.73767,Run 2 pre-legacy MC
621,812,812,/SinglePhoton/Run2017C-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,10.58854,Run 2 pre-legacy data
624,815,815,/DYJetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10_ext1-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,10.54959,Run 2 pre-legacy MC
625,816,816,/SinglePhoton/Run2017F-09May2018-v1/AOD,T0_CH_CERN_Tape,AOD,10.54761,Run 2 pre-legacy data
626,817,817,/BsToJpsiPhi_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer19UL18GEN-106X_upgrade2018_realistic_v4-v1/GEN,T0_CH_CERN_Tape,GEN,10.49292,Run 2 legacy MC
627,818,818,/TT_TuneCUETP8M1_13TeV-powheg-scaledown-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext3-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,10.48518,Run 2 pre-legacy MC
629,822,822,/GluGluHToCC_M-125_13TeV_powheg_MINLO_NNLOPS_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,10.41092,Run 2 pre-legacy MC
630,823,823,/SinglePhoton/Run2017F-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,10.40574,Run 2 pre-legacy data
632,826,826,/QCD_bEnriched_HT300to500_TuneCP5_13TeV-madgraph-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,10.37892,Run 2 pre-legacy MC
633,828,828,/QCD_HT500to700_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,10.30082,Run 2 pre-legacy MC
642,839,839,/MuOnia/Run2018A-06Jun2018-v1/AOD,T0_CH_CERN_Tape,AOD,10.20384,Run 2 pre-legacy data
649,846,846,/Tau/Run2017B-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,10.13391,Run 2 pre-legacy data
662,864,864,/Tau/Run2018B-17Sep2018-v1/AOD,T0_CH_CERN_Tape,AOD,9.8501,Run 2 pre-legacy data
665,869,869,/Tau/Run2018C-17Sep2018-v1/AOD,T0_CH_CERN_Tape,AOD,9.81076,Run 2 pre-legacy data
672,887,887,/QCD_Pt-300to470_MuEnrichedPt5_TuneCUETP8M1_13TeV_pythia8/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v2/AODSIM,T0_CH_CERN_Tape,AODSIM,9.6234,Run 2 pre-legacy MC
674,890,890,/WJetsToQQ_HT400to600_qc19_3j_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,9.52271,Run 2 pre-legacy MC
681,904,904,/TTJets_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,9.39192,Run 2 pre-legacy MC
682,905,905,/BTagCSV/Run2017C-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,9.38849,Run 2 pre-legacy data
698,926,926,/MuonEG/Run2017F-09May2018-v1/AOD,T0_CH_CERN_Tape,AOD,9.23272,Run 2 pre-legacy data
699,927,927,/VBF-C1N2_tauDecays_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18FSPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,9.22104,Run 2 pre-legacy MC
710,942,942,/SMS-T2tb-LLChipm_ctau10to200-mStop-400to1750-mLSP0to1650_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16FSPremix-GridpackScan_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,9.09044,Run 2 pre-legacy MC
713,946,946,/QCD_Pt_50to80_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11_ext1-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,9.04647,Run 2 pre-legacy MC
724,961,961,/QCD_Pt-15to20_EMEnriched_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v9_ext1-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,8.92056,Run 2 pre-legacy MC
727,964,964,/WRtoNLtoLLJJ_MWR3500to5000_TuneCP5-madgraph-pythia8/RunIIFall18GS-rpscan_102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,8.90743,Run 2 pre-legacy MC
728,965,965,/QCD_Pt-20toInf_MuEnrichedPt15_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,8.90129,Run 2 pre-legacy MC
732,975,975,/SMS-T2bt-LLChipm_ctau-200_mStop-1550to2500_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18FSPremix-102X_upgrade2018_realistic_v15-v3/AODSIM,T0_CH_CERN_Tape,AODSIM,8.80708,Run 2 pre-legacy MC
746,1005,1005,/WRtoNLtoLLJJ_MWR3500to5000_TuneCP5-madgraph-pythia8/RunIIFall17GS-rpscan_93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,8.53722,Run 2 pre-legacy MC
757,1023,1023,/QCD_Pt-15to20_EMEnriched_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v9-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,8.43665,Run 2 pre-legacy MC
766,1041,1041,/DYToLL_2J_13TeV-amcatnloFXFX-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,8.29837,Run 2 pre-legacy MC
772,1050,1050,/SMS-TChiWZ_ZToLL_mZMin-0p1_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17GS-GridpackScan_93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,8.22599,Run 2 pre-legacy MC
773,1051,1051,/Chib1PToUpsilon1SGamma_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-N1_102X_upgrade2018_realistic_v11-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,8.22173,Run 2 pre-legacy MC
786,1067,1067,/QCD_HT300to500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,8.06227,Run 2 pre-legacy MC
788,1071,1071,/GJet_Pt-15To6000_TuneCP5-Flat_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,8.01847,Run 2 pre-legacy MC
790,1073,1073,/GGM_GravitinoLSP_M1-200to1500_M2-200to1500_TuneCUETP8M1_13TeV_pythia8/RunIISummer16FSPremix-80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v2/AODSIM,T0_CH_CERN_Tape,AODSIM,8.00893,Run 2 pre-legacy MC
798,1088,1088,/SMS-T2bt-LLChipm_ctau10to200-mStop-400to1750-mLSP0to1650_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16FSPremix-GridpackScan_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,7.81858,Run 2 pre-legacy MC
799,1090,1090,/DoublePhoton_FlatPt-5To300/RunIIFall17DRStdmix-FlatPU0to60_94X_mc2017_realistic_withECAL_IdealIC-v1/GEN-SIM-RAW,T0_CH_CERN_Tape,GEN-SIM-RAW,7.79593,Run 2 pre-legacy MC
800,1091,1091,/DoublePhoton_FlatPt-5To300/RunIIFall17DRStdmix-FlatPU0to60_94X_mc2017_realistic_v10-v1/GEN-SIM-RAW,T0_CH_CERN_Tape,GEN-SIM-RAW,7.79254,Run 2 pre-legacy MC
802,1094,1094,/ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,7.76776,Run 2 pre-legacy MC
804,1099,1099,/DoublePhotonNoMaterial_FlatPt-5To300/RunIIFall17DRStdmix-FlatPU0to60ExtZeroMaterial_NoMaterial_94X_mc2017_realistic_v10-v1/GEN-SIM-RAW,T0_CH_CERN_Tape,GEN-SIM-RAW,7.74056,Run 2 pre-legacy MC
808,1104,1104,/QCD_Pt-15to7000_TuneCP5_Flat_13TeV_pythia8/RunIIAutumn18DR-FlatPU0to70RAW_102X_upgrade2018_realistic_v15_ext2-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,7.71708,Run 2 pre-legacy MC
812,1110,1110,/DY2JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,7.66383,Run 2 pre-legacy MC
822,1128,1128,/QCD_Pt-470to600_MuEnrichedPt5_TuneCUETP8M1_13TeV_pythia8/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v2/AODSIM,T0_CH_CERN_Tape,AODSIM,7.511,Run 2 pre-legacy MC
826,1136,1136,/BuToKJpsi_Toee_MuFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,7.41317,Run 2 pre-legacy MC
827,1137,1137,/Chib3PToUpsilon3SGamma_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,7.40846,Run 2 pre-legacy MC
831,1144,1144,/Chib1PToUpsilon1SGamma_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-N1_93X_mc2017_realistic_v3-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,7.34855,Run 2 pre-legacy MC
833,1147,1147,/BTagMu/Run2017C-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,7.32148,Run 2 pre-legacy data
842,1165,1165,/HTMHT/Run2017F-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,7.16582,Run 2 pre-legacy data
851,1176,1176,/TT_FCNC-TtoHJ_aTleptonic_HTobb_Ctphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,7.089,Run 2 pre-legacy MC
856,1184,1184,/GluGluHToBB_M-125_13TeV_powheg_MINLO_NNLOPS_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,7.01401,Run 2 pre-legacy MC
858,1187,1187,/DiPhotonJets_MGG-80toInf_13TeV_amcatnloFXFX_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,6.95967,Run 2 pre-legacy MC
862,1192,1192,/TT_FCNC-TtoHJ_aThadronic_HToaa_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.91706,Run 2 pre-legacy MC
865,1198,1198,/QCD_Pt-15to20_EMEnriched_TuneCP5_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.85456,Run 2 pre-legacy MC
869,1205,1205,/TT_FCNC-aTtoHJ_Tleptonic_HTobb_Ctphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.8009,Run 2 pre-legacy MC
874,1213,1213,/QCD_Pt_800to1000_TuneCP5_13TeV_pythia8/RunIIAutumn18DR-NoPU_102X_upgrade2018_realistic_v15_ext1-v2/AODSIM,T0_CH_CERN_Tape,AODSIM,6.7401,Run 2 pre-legacy MC
882,1223,1223,/SMS-T1btbt-LLC1_ctau10to200-mGluino-1000to2800-mLSP0to2800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16FSPremix-GridpackScan_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,6.69666,Run 2 pre-legacy MC
884,1228,1228,/DoubleMuonLowMass/Run2018B-17Sep2018-v1/AOD,T0_CH_CERN_Tape,AOD,6.65358,Run 2 pre-legacy data
894,1245,1245,/BTagMu/Run2017E-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,6.55099,Run 2 pre-legacy data
903,1257,1257,/GJet_Pt-15To6000_TuneCUETHS1-Flat_13TeV_herwigpp/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.42607,Run 2 pre-legacy MC
906,1263,1263,/TT_FCNC-TtoHJ_aThadronic_HToaa_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.38698,Run 2 pre-legacy MC
907,1265,1265,/SMS-T1qqqq-LLChipm_ctau-50_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18FSPremix-102X_upgrade2018_realistic_v15-v3/AODSIM,T0_CH_CERN_Tape,AODSIM,6.38584,Run 2 pre-legacy MC
924,1295,1295,/TT_FCNC-TtoHJ_aTleptonic_HToaa_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.19608,Run 2 pre-legacy MC
925,1296,1296,/BTagCSV/Run2017E-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,6.19504,Run 2 pre-legacy data
926,1298,1298,/TT_FCNC-TtoHJ_aTleptonic_HToaa_Ctphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.19068,Run 2 pre-legacy MC
931,1310,1310,/TT_FCNC-aTtoHJ_Tleptonic_HToaa_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.09738,Run 2 pre-legacy MC
932,1312,1312,/BuToKJpsi_ToMuMu_MuFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,6.08226,Run 2 pre-legacy MC
934,1316,1316,/SingleNeutrino/RunIISummer16DR80-FlatPU0to75TuneCP2_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,6.05887,Run 2 pre-legacy MC
939,1321,1321,/SingleNeutrino/RunIISummer16DR80-FlatPU0to75TuneCP5_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,6.04847,Run 2 pre-legacy MC
942,1327,1327,/SingleNeutrino/RunIISummer16DR80-FlatPU0to75TuneCP0_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/AODSIM,T0_CH_CERN_Tape,AODSIM,6.03127,Run 2 pre-legacy MC
953,1345,1345,/TT_FCNC-TtoHJ_aTleptonic_HToaa_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.9397,Run 2 pre-legacy MC
959,1353,1353,/BdToJpsiKsKs_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.90173,Run 2 pre-legacy MC
968,1364,1364,/QCD_HT200to300_TuneCP5_13TeV-madgraph-pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,5.82118,Run 2 pre-legacy MC
969,1365,1365,/GJets_HT-40To100_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.8207,Run 2 pre-legacy MC
978,1377,1377,/BuToJpsiK_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.76699,Run 2 pre-legacy MC
982,1382,1382,/DYJetsToLL_M-105To160_VBFFilter_TuneCP5_PSweights_13TeV-amcatnloFXFX-pythia8/RunIIFall18wmLHEGS-VBFPostMGFilter_102X_upgrade2018_realistic_v11_ext1-v1/LHE,T0_CH_CERN_Tape,LHE,5.7273,Run 2 pre-legacy MC
983,1383,1383,/BuToKee_MufilterPt6Eta1p6_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.72107,Run 2 pre-legacy MC
986,1388,1388,/QCD_Pt-30to50_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,5.69744,Run 2 pre-legacy MC
1002,1408,1408,/TT_FCNC-aTtoHJ_Thadronic_HToaa_Ctcphi_CP5_13TeV-mcatnlo-madspin-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.54509,Run 2 pre-legacy MC
1014,1423,1423,/BuToK_Toee_MuFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11_ext1-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.43166,Run 2 pre-legacy MC
1016,1425,1425,/BuToK_Toee_MuFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v3/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.43104,Run 2 pre-legacy MC
1021,1432,1432,/ST_t-channel_4f_scaleup_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,5.39482,Run 2 pre-legacy MC
1023,1435,1435,/W2JetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,5.38259,Run 2 pre-legacy MC
1029,1443,1443,/QCD_Pt-15to20_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,5.31324,Run 2 pre-legacy MC
1031,1446,1446,/QCD_Pt-20to30_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,5.30125,Run 2 pre-legacy MC
1038,1459,1459,/DStarToD0Pi_D0K3Pi_DStarFilter_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.24099,Run 2 pre-legacy MC
1040,1462,1462,/BdToPsiKstar_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.22941,Run 2 pre-legacy MC
1052,1485,1485,/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,5.11896,Run 2 pre-legacy MC
1053,1487,1487,/DarkHiggs_MonoHs_HsToWWTo2l2nu_TuneCP5_13TeV-Madgraph_pythia8/RunIIFall18GS-rp_102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,5.10811,Run 2 pre-legacy MC
1080,1520,1520,/DYCJetsToLL_M-50_Zpt-100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80-80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,4.99262,Run 2 pre-legacy MC
1090,1535,1535,/DisplacedJet/Run2017F-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,4.93276,Run 2 pre-legacy data
1093,1541,1541,/SMS-N2C1-higgsino_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall18GS-GridpackScan_102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,4.91067,Run 2 pre-legacy MC
1098,1546,1546,/GJet_Pt-40toInf_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,4.88421,Run 2 pre-legacy MC
1124,1579,1579,/DStarToD0Pi_D0KPi_DStarFilter_TuneCP5_13TeV-pythia8-evtgen/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,4.74221,Run 2 pre-legacy MC
1170,1635,1635,/TT_TuneEE5C_13TeV-powheg-herwigpp/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,4.50126,Run 2 pre-legacy MC
1201,1678,1678,/TTJets_HT-1200to2500_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,4.3548,Run 2 pre-legacy MC
1212,1694,1694,/TTTo2L2Nu_hdampDOWN_TuneCP5_13TeV-powheg-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,4.2952,Run 2 pre-legacy MC
1218,1701,1701,/DiPhotonJetsBox_M40_80-Sherpa/RunIIFall18GS-102X_upgrade2018_realistic_v11_ext1-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,4.27067,Run 2 pre-legacy MC
1220,1703,1703,/FSQJet1/Run2017H-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,4.26499,Run 2 pre-legacy data
1226,1711,1711,/QCD_Pt_470to600_TuneCUETP8M1_13TeV_pythia8/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,4.22323,Run 2 pre-legacy MC
1227,1712,1712,/SinglePhoton/Run2017B-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,4.21865,Run 2 pre-legacy data
1232,1719,1719,/QCD_Pt-50to80_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,4.19665,Run 2 pre-legacy MC
1235,1723,1723,/Cosmics/Commissioning2014-PromptReco-v1/RECO,T0_CH_CERN_Tape,RECO,4.17369,Prompt
1246,1741,1741,/DiPhotonJetsBox_M40_80-Sherpa/RunIIFall17GS-93X_mc2017_realistic_v3_ext2-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,4.11193,Run 2 pre-legacy MC
1248,1743,1743,/QCD_Pt-120to170_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,4.09795,Run 2 pre-legacy MC
1250,1745,1745,/SigmaB3_Lbpipi_LbToPsiLambda_JMM_NoFilter_DGamma0_TuneCP5_13TeV-pythia8-evtgen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,4.09014,Run 2 pre-legacy MC
1261,1763,1763,/MuOnia/Run2017B-17Nov2017-v1/AOD,T0_CH_CERN_Tape,AOD,4.01796,Run 2 pre-legacy data
1275,1781,1781,/QCD_HT700to1000_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,3.97062,Run 2 pre-legacy MC
1285,1795,1795,/TTTo2L2Nu_TuneCP5down_13TeV-powheg-pythia8/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,3.91889,Run 2 pre-legacy MC
1294,1810,1810,/LNuAJJ_EWK_MJJ-120_13TeV-sherpa/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,3.87256,Run 2 pre-legacy MC
1295,1811,1811,/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,3.86911,Run 2 pre-legacy MC
1301,1818,1818,/MinBias_TuneCP5_13TeV-pythia8_Fall18/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T0_CH_CERN_Tape,GEN-SIM,3.85002,Run 2 pre-legacy MC
1303,1820,1820,/QCD_Pt-80to120_EMEnriched_TuneCP5_13TeV_pythia8/RunIISpring18DRPremix-100X_upgrade2018_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,3.84682,Run 2 pre-legacy MC
1309,1828,1828,/JpsiToMuMu_JpsiPt8_TuneCUEP8M1_13TeV-pythia8/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T0_CH_CERN_Tape,AODSIM,3.82501,Run 2 pre-legacy MC
