dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_Pt-50To100_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/AODSIM,T2_PK_NCP,10.07652,1/1/70,0,2572,2572,['sync_t2_pk_ncp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BsToPhiJpsi_ToKKMuMu_probefilter_SoftQCDnonD_TuneCP5_14TeV-pythia8-evtgen/PhaseIITDRSpring19DR-PU300_106X_upgrade2023_realistic_v3-v1/GEN-SIM-DIGI-RAW,T1_IT_CNAF_Disk,10.01526,1/1/70,0,3122,3122,['sync_t1_it_cnaf_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2017F-17Nov2017-v1/MINIAOD,T1_US_FNAL_Disk,8.0251,9/30/20,1601485676000,2737,2737,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Charmonium/Run2017C-PromptReco-v3/AOD,T3_CH_PSI,9.98549,1/1/70,0,2332,2332,['sync_t3_ch_psi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HIHardProbesPeripheral/HIRun2015-v1/RAW,T2_CH_CERN,20.94702,1/1/70,0,5628,5628,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_TuneCUETP8M2T4_14TeV-powheg-pythia8/PhaseIITDRFall17DR-PU200_93X_upgrade2023_realistic_v2-v1/GEN-SIM-RECO,T1_RU_JINR_Disk,19.88103,1/1/70,0,739,739,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_TuneCP5_14TeV-powheg-pythia8/Run3Winter21DRMiniAOD-FlatPU30to80_Scouting_Patatrack_112X_mcRun3_2021_realistic_v16-v2/MINIAODSIM,T1_US_FNAL_Disk,11.7876,1/1/70,0,3112,3112,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ChargedHiggs_HplusTB_HplusToTauNu_IntermediateMassWithNeutral_M-175_13TeV_amcatnlo_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v3/MINIAODSIM,T2_US_Florida,1.0488,1/1/70,0,566,566,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WToLNu_1J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_backup_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Purdue,1.16101,1/1/70,0,612,612,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_TuneCUETP8M2T4_mtop1695_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_backup_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,T2_US_MIT,1.29205,8/26/20,1598425739000,223,223,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ExpressCosmics/HIRun2018A-Express-v1/FEVT,T2_CH_CERN,9.71284,1/1/70,0,8397,8397,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HbToJPsiMuMu_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,1.33616,1/1/70,0,481,481,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTTo2L2Nu_TuneCP5CR2_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.18458,7/31/21,1627728532000,454,454,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2012D-22Jan2013-v1/AOD,T2_RU_JINR,9.70691,9/25/20,1601063366000,2678,2678,['sync_t2_ru_jinr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2016E-03Feb2017-v1/MINIAOD,T2_UK_London_IC,2.49656,8/15/21,1629064476000,669,669,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_M-105To160_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,2.18796,4/27/20,1587959757000,770,770,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018D-JetHTJetPlusHOFilter-12Nov2019_UL2018-v3/RAW-RECO,T2_CH_CERN,9.63675,1/1/70,0,3114,3114,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYToMuMuorEleEle_M-20_14TeV_pythia8/PhaseIITDRSpring19DR-PU300_106X_upgrade2023_realistic_v3_ext1-v2/GEN-SIM-DIGI-RAW,T1_DE_KIT_Disk,9.53424,1/1/70,0,2806,2806,['sync_t1_de_kit_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Cosmics/Commissioning2022-PromptReco-v1/AOD,T1_US_FNAL_Disk,13.68602,1/1/70,0,5402,5402,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2015D-08Jun2016-v1/MINIAOD,T1_US_FNAL_Disk,1.82589,1/1/70,0,3568,3568,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HTMHT/Run2016B-07Aug17_ver2-v1/MINIAOD,T1_US_FNAL_Disk,1.08929,1/1/70,0,472,472,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MuOnia/Run2016B-21Feb2020_ver2_UL2016_HIPM-v1/AOD,T2_IT_Legnaro,6.05376,7/14/21,1626284530000,2223,2223,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016B-07Aug17_ver2-v2/MINIAOD,T2_US_Florida,5.81229,5/24/20,1590279200000,2069,2069,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016E-17Jul2018-v1/MINIAOD,T2_UK_London_IC,2.08242,9/21/21,1632249724000,565,565,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016H-UL2016_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,2.60823,1/1/70,0,681,681,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HIZeroBias7/Run2017G-17Nov2017-v1/AOD,T2_US_Vanderbilt,10.79579,8/31/21,1630397089000,3215,3215,['tuos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_tW_antitop_5f_NoFullyHadronicDecays_TuneCP5_13TeV-powheg-pythia8/RunIIFall17DRPremix-PU2017_94X_mc2017_realistic_v11-v2/GEN-SIM-RAW,T3_US_FNALLPC,9.5286,1/1/70,0,319,319,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Cosmics/Run2015D-UL15-v1/RECO,T1_FR_CCIN2P3_Disk,9.3833,1/1/70,0,2537,2537,['sync_t1_fr_ccin2p3_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/VBFH_HToSSTo4Tau_MH-125_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18DRPremix-rp_102X_upgrade2018_realistic_v15-v2/GEN-SIM-RECO,T1_US_FNAL_Disk,9.38292,3/3/20,1583209655000,142,142,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer19UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T2_CH_CERN,9.28612,1/19/38,2147483647000,3502,3502,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TauTo3Mu_TuneCP5_14TeV-pythia8/PhaseIITDRSpring19DR-PU300_106X_upgrade2023_realistic_v3-v1/GEN-SIM-DIGI-RAW,T1_DE_KIT_Disk,9.23737,1/1/70,0,2937,2937,['sync_t1_de_kit_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T2bH_HToGG_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Florida,1.40009,6/18/20,1592510746000,501,501,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_AK8HT650_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,1.71765,5/21/20,1590062791000,745,745,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/GGM_GravitinoLSP_M1-50to1500_M3-1000to2500_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv3-PUSummer16v3Fast_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,1.83618,7/16/20,1594885195000,616,616,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToHadronic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,1.87446,7/27/21,1627384226000,694,694,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WZTo3LNu_mllmin01_NNPDF31_TuneCP5_13TeV_powheg_pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T2_US_Florida,1.62139,8/19/21,1629408581000,589,589,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToSemiLeptonic_mtop173p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T2_US_Vanderbilt,1.38573,10/9/21,1633810992000,395,395,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToSemiLeptonic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,4.36019,7/27/21,1627387324000,1382,1382,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_SemiLept_scaleup_8TeV-mcatnlo/Summer12_DR53X-PU_S10_START53_V19-v2/AODSIM,T3_CH_CERN_OpenData,2.16563,1/1/70,0,584,584,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Charmonium/Run2017C-PromptReco-v2/AOD,T3_CH_PSI,9.22022,1/1/70,0,2768,2768,['sync_t3_ch_psi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TOTEM_romanPots2_4/Run2015D-v1/RAW,T2_BE_IIHE,1.21264,1/1/70,0,390,390,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BcToJPsiTauNu_TuneCP5_13TeV-bcvegpy2-pythia8-evtgen/RunIISummer19UL17RECO-106X_mc2017_realistic_v6-v2/AODSIM,T2_CH_CERN,9.12585,2/4/21,1612411227000,2376,2376,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BsToMuMu_TuneCP5_14TeV-pythia8/PhaseIITDRSpring19DR-PU300_106X_upgrade2023_realistic_v3-v1/GEN-SIM-DIGI-RAW,T1_DE_KIT_Disk,9.1193,1/1/70,0,2954,2954,['sync_t1_de_kit_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias1/Commissioning2018-PromptReco-v1/MINIAOD,T2_US_Nebraska,3.93803,1/1/70,0,1254,1254,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias17/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59195,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HTMHT/Run2015D-16Dec2015-v1/AOD,T3_CH_CERN_OpenData,3.44298,1/1/70,0,978,978,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_HT-250To500_TuneZ2star_8TeV-madgraph-pythia6/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_RU_JINR,9.0811,10/21/20,1603295449000,2421,2421,['sync_t2_ru_jinr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2016D-PromptReco-v2/MINIAOD,T2_UK_London_IC,1.38031,1/1/70,0,596,596,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018D-HcalCalIsoTrkFilter-12Nov2019_UL2018_rsb-v1/ALCARECO,T2_US_UCSD,8.89061,8/19/20,1597828330000,2766,2766,['sync_t2_us_ucsd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2017C-31Mar2018-v1/MINIAOD,T1_US_FNAL_Disk,4.57891,8/26/21,1629966692000,1248,1248,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BTagCSV/Run2017F-09May2018-v1/MINIAOD,T1_US_FNAL_Disk,3.3746,1/1/70,0,1397,1397,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2017F-09May2018-v1/MINIAOD,T2_US_Florida,4.57788,1/1/70,0,1882,1882,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T2_FR_GRIF_IRFU,1.46031,9/20/21,1632180224000,359,359,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Cosmics/Run2018D-UL18-v1/RECO,T1_FR_CCIN2P3_Disk,8.77471,4/17/20,1587162976000,1679,1679,['sync_t1_fr_ccin2p3_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SinglePhoton/Run2016B-EXOMONOPOLE-21Feb2020_UL2016_HIPM-v2/USER,T1_ES_PIC_Disk,8.76439,5/10/20,1589120810000,2585,2585,['sync_t1_es_pic_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DMSimp_monojet_NLO_FXFX_GQ0p25_GDM1p0_TuneCP5_madgraph-pythia8/RunIIAutumn18MiniAOD-rpscan_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,1.14708,6/7/20,1591515140000,417,417,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,7.3428,7/28/21,1627470652000,2732,2732,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T2_UK_London_IC,21.66284,3/21/20,1584758727000,6607,6607,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer19UL18HLT-102X_upgrade2018_realistic_v15-v1/GEN-SIM-RAW,T1_FR_CCIN2P3_Disk,19.98793,1/1/70,0,1710,1710,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WGToLNuG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.7645,7/27/21,1627402295000,1254,1254,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTJets_SemiLeptMGDecays_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19_ext2-v1/AODSIM,T2_UK_London_IC,12.1272,1/1/70,0,3089,3089,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTJets_SemiLeptMGDecays_TuneP11TeV_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,3.05791,1/1/70,0,881,881,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TToLeptons_t-channel_mass175_5_8TeV-powheg-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.03407,1/1/70,0,319,319,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/VRRandom15/Commissioning2020-v1/RAW,T1_US_FNAL_Disk,6.96556,1/1/70,0,1165,1165,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Cosmics/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,12.90279,8/25/21,1629916939000,4876,4876,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMu/Run2012D-22Jan2013-v1/AOD,T2_PL_Swierk,28.45259,9/25/20,1600994611000,7566,7566,['t2_pl_swierk_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016E-21Feb2020_UL2016_HIPM-v2/AOD,T2_BE_IIHE,24.60952,10/2/21,1633144768000,4477,4477,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ParkingBPH2/Run2018A-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,3.95287,1/1/70,0,1181,1181,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ParkingBPH5/Run2018B-PromptReco-v1/MINIAOD,T2_US_Purdue,1.37799,1/1/70,0,435,435,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/VBFHToTauTau_M125_TuneCUETP8M1_14TeV_powheg_pythia8/Phase2HLTTDRSummer20ReRECOMiniAOD-PU140_111X_mcRun4_realistic_T15_v1_ext1-v2/FEVT,T1_DE_KIT_Disk,9.99011,1/1/70,0,641,641,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DiPhotonJetsBox_MGG-80toInf_14TeV-Sherpa/PhaseIITDRSpring17DR-PU200_91X_upgrade2023_realistic_v3-v1/GEN-SIM-RECO,T1_US_FNAL_Disk,14.99891,1/1/70,0,1203,1203,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DY2JetsToLL_M-50_LHEZpT_150-250_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Florida,1.41365,5/21/20,1590076950000,603,603,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/W2JetsToLNu_LHEWpT_100-150_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v2/MINIAODSIM,T2_DE_DESY,3.41465,5/21/20,1590033814000,1292,1292,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTJets_TuneCUETP8M2T4_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_backup_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Purdue,1.92371,1/1/70,0,888,888,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToSemiLep_TuneCUETP8M2T4up_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_MIT,1.03435,1/1/70,0,450,450,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYToLL_2J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Florida,1.466,7/29/21,1627562124000,312,312,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYjetstomumu_01234jets_Pt-0ToInf_13TeV-sherpa/RunIISummer16MiniAODv3-PUMoriond17_QCDEWNLO_correct_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,1.77034,9/21/20,1600713427000,588,588,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt_150toInf_fwdJet_Tune23_HFshowerLibrary_7TeV_herwigpp/Summer12-LowPU2010_DR42_PU_S0_START42_V17B-v1/AODSIM,T3_CH_CERN_OpenData,1.86212,1/1/70,0,545,545,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BuToKstarJPsi_EtaPtFilter_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,8.2794,1/1/70,0,2439,2439,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DY2JetsToLL_M-50_TuneZ2Star_8TeV-madgraph/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,6.21134,1/1/70,0,2090,2090,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYToEE_M-50_NNPDF31_TuneCP5_14TeV-powheg-pythia8/Run3Summer21MiniAOD-FlatPU0to70IDEALGT_120X_mcRun3_2021_realistic_v5-v2/MINIAODSIM,T2_US_MIT,1.17741,1/1/70,0,310,310,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleMuParked/Run2012B-22Jan2013-v1/AOD,T3_US_Princeton_ICSE,8.65056,1/1/70,0,2279,2279,['sync_t3_us_princeton_icse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016D-03Feb2017-v1/MINIAOD,T2_IT_Legnaro,4.76474,6/8/20,1591635360000,1261,1261,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016E-17Jul2018-v1/MINIAOD,T2_CH_CERN,2.08242,9/21/21,1632249724000,565,565,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2017C-31Mar2018-v1/MINIAOD,T1_US_FNAL_Disk,4.19802,8/26/21,1629962879000,1179,1179,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Tau/Run2017F-17Nov2017-v1/MINIAOD,T2_US_Nebraska,3.17833,1/1/70,0,1124,1124,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Bjet_pThat-15_TuneCP5_HydjetDrumMB_5p02TeV_Pythia8/HINPbPbSpring21MiniAOD-FixL1CaloGT_112X_upgrade2018_realistic_HI_v9-v1/MINIAODSIM,T2_US_Nebraska,1.24332,1/1/70,0,493,493,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018D-JetHTJetPlusHOFilter-12Nov2019_UL2018-v3/RAW-RECO,T2_US_Wisconsin,8.64709,1/1/70,0,2758,2758,['sync_t2_us_wisconsin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HTMHT/Run2016G-23Sep2016-v2/AOD,T2_PK_NCP,8.56354,1/1/70,0,2689,2689,['sync_t2_pk_ncp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/LambdaBToJpsiKp_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15_ext1-v1/MINIAODSIM,T2_US_MIT,2.74998,11/24/20,1606203782000,1120,1120,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-15to7000_TuneCP5_Flat2017_13TeV_pythia8/RunIIFall17DRStdmix-FlatPU0to70_94X_mc2017_realistic_v10-v1/AODSIM,T3_US_FNALLPC,38.3388,1/1/70,0,7202,7202,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Z1JetsToNuNu_M-50_LHEZpT_150-250_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v1/MINIAODSIM,T2_US_MIT,1.23543,5/21/20,1590052488000,663,663,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZGToLLG_01J_5f_lowMLL_lowGPt_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Purdue,2.62875,9/1/21,1630464850000,1070,1070,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-80to120_EMEnriched_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_US_Nebraska,1.37232,9/22/20,1600807223000,557,557,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToHadronic_mtop171p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T1_US_FNAL_Disk,4.24754,8/12/21,1628747218000,1330,1330,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTTo2L2Nu_TuneCP5down_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.52894,7/23/21,1627008174000,949,949,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/AlCaPhiSym/Run2017A-v1/RAW,T2_CH_CERN,8.56031,1/1/70,0,3309,3309,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/GJet_Pt-20to40_doubleEMEnriched_TuneZ2star_8TeV-pythia6/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.68671,1/1/70,0,519,519,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QEDGammaGamma_5p02TeV_STARlight/HINPbPbAutumn18DR-NoPUlowPtPhotonReg_LbyL_103X_upgrade2018_realistic_HI_LowPtPhotonReg_v2-v5/AODSIM,T2_HU_Budapest,1.02603,7/29/21,1627580298000,241,241,['rebottge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MuEG/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,6.2567,1/1/70,0,1801,1801,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
