dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToHadronic_mtop175p5_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,T2_DE_DESY,1.09043,7/27/21,1627359774000,320,320,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-120to170_EMEnriched_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_DE_DESY,1.27068,9/22/20,1600781625000,632,632,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/W3JetsToLNu_NuPt-100-200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Purdue,1.08719,1/1/70,0,334,334,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WJetsToLNu_Wpt-50To100_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Florida,2.35502,9/28/20,1601332159000,1079,1079,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BdToKstaree_Mufilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18RECOBParking-PUPoissonAve20_BParking_102X_upgrade2018_realistic_v15_ext1-v1/AODSIM,T2_CH_CERN,2.00903,1/1/70,0,744,744,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYToEE_M-20_CT10_TuneZ2star_v2_8TeV-powheg-pythia6/Summer12_DR53X-ExtFlat20_PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.08575,1/1/70,0,361,361,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZG3JetsToLL_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.99974,1/1/70,0,690,690,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ScoutingCaloHT/Run2016E-v2/RAW,T3_US_FNALLPC,2.00632,1/1/70,0,780,780,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v3/MINIAODSIM,T1_US_FNAL_Disk,1.18294,8/7/21,1628323215000,490,490,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MinimumBias/Commissioning2021-PromptReco-v1/AOD,T1_RU_JINR_Disk,1.48627,1/1/70,0,1427,1427,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016E-18Apr2017-v1/MINIAOD,T1_US_FNAL_Disk,2.03971,1/1/70,0,646,646,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MET/Run2017C-UL2017_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,2.61844,8/19/21,1629344017000,699,699,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias/Run2017D-31Mar2018-v1/MINIAOD,T1_US_FNAL_Disk,1.15539,12/9/20,1607475710000,336,336,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_M-1to4_HT-400to600_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17DRPremix-PU2017_94X_mc2017_realistic_v11-v1/AODSIM,T3_US_FNALLPC,2.00108,1/1/70,0,532,532,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Cosmics/Run2016G-UL16-v1/RECO,T1_FR_CCIN2P3_Disk,1.98575,1/1/70,0,599,599,['sync_t1_fr_ccin2p3_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Charmonium/Run2017F-09May2018-v1/MINIAOD,T2_US_Wisconsin,2.44448,10/2/20,1601653978000,811,811,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BuToKee_MufilterPt6_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18MiniAOD-PUPoissonAve20_BParking_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,2.20426,11/20/20,1605861516000,786,786,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T6qqllslepton_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Wisconsin,3.59357,5/22/20,1590177146000,1427,1427,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTJets_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,8.43165,12/4/20,1607047497000,2304,2304,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-300to470_MuEnrichedPt5_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext2-v1/MINIAODSIM,T2_DE_DESY,1.16704,9/10/20,1599757618000,337,337,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_TuneCUETP8M2T4_mtop1755_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,1.30587,5/27/20,1590576875000,412,412,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToMuMu_M-50_massWgtFix_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,4.04621,1/1/70,0,1268,1268,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt_40to80_fwdJet_Tune23_HFshowerLibrary_7TeV_herwigpp/Summer12-LowPU2010_DR42_PU_S0_START42_V17B-v1/AODSIM,T3_CH_CERN_OpenData,1.39101,1/1/70,0,376,376,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ttH_HToInvisible_M125_TuneCUETP8M1_13TeV_powheg_pythia8/RunIISummer16DR80-80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/AODSIM,T1_US_FNAL_Disk,1.98394,10/2/20,1601651094000,556,556,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HTMHT/Run2016H-03Feb2017_ver2-v1/MINIAOD,T2_UK_London_IC,1.25467,1/1/70,0,413,413,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-15to7000_TuneCP5_Flat_13TeV_pythia8/RunIIAutumn18DR-NoPU_102X_upgrade2018_realistic_v15-v1/GEN-SIM-RAW,T2_IT_Pisa,1.97942,1/1/70,0,73,73,['sync_t2_it_pisa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/NoBPTX/Commissioning2022-EXONoBPTXSkim-PromptReco-v1/USER,T1_US_FNAL_Disk,12.55848,1/1/70,0,4446,4446,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2015D-v1/RAW,T2_CH_CERN,1.97523,9/22/21,1632311549000,695,695,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016E-17Jul2018-v1/MINIAOD,T2_DE_DESY,3.06439,1/19/38,2147483647000,819,819,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016E-03Feb2017-v1/MINIAOD,T1_US_FNAL_Disk,2.29542,6/7/20,1591535025000,637,637,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2016F-PromptReco-v1/MINIAOD,T2_UK_London_IC,1.85857,1/1/70,0,800,800,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018D-15Feb2022_UL2018-v1/MINIAOD,T1_US_FNAL_Disk,9.92792,1/1/70,0,2983,2983,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-15to3000_TuneCP5_Flat_14TeV_pythia8/Run3Winter20DRMiniAOD-DRFlatPU30to80_110X_mcRun3_2021_realistic_v6-v2/GEN-SIM-RAW,T2_DE_DESY,1.02533,7/6/21,1625577284000,267,267,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T2bt-LLChipm_ctau-10_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v3/MINIAODSIM,T2_US_Wisconsin,2.1351,5/20/20,1590005490000,628,628,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T1qqqq-LLChipm_ctau-50_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17FSPremix-94X_mc2017_realistic_v15-v1/AODSIM,T2_DE_DESY,4.56508,1/1/70,0,1397,1397,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTToHadronic_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v2/MINIAODSIM,T1_US_FNAL_Disk,1.50918,7/29/21,1627544912000,489,489,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZZTo2L2Q_TuneCP5_13TeV_amcatnloFXFX_madspin_pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.52464,1/19/38,2147483647000,440,440,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_tW_antitop_5f_NoFullyHadronicDecays_mtop1755_TuneCP5_13TeV-powheg-pythia8/RunIISummer19UL17DIGIPremix-BACKFILL_106X_mc2017_realistic_v6-v4/GEN-SIM-DIGI,T2_UA_KIPT,1.97092,9/23/20,1600893452000,97,97,['sync_t2_ua_kipt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ChargedHiggs_HplusTB_HplusToTauNu_HeavyMass_M-3000_13TeV_amcatnlo_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,1.02232,1/1/70,0,528,528,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_BE_IIHE,1.41098,10/3/21,1633260388000,406,406,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZZJetsTo4L_TuneZ2star_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_UK_London_IC,1.65793,1/1/70,0,446,446,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BdToKstaree_Mufilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18DR-PUPoissonAve20_102X_upgrade2018_realistic_v15_ext1-v1/AODSIM,T2_US_Nebraska,1.96974,1/1/70,0,619,619,['sync_t2_us_nebraska'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_Mtt-1000toInf_TuneCP5_13TeV-powheg-pythia8/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6_ext1-v1/AODSIM,T3_US_Colorado,1.94207,1/1/70,0,605,605,['sync_t3_us_colorado'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MuMonitor/Run2010A-Apr21ReReco-v1/AOD,T3_CH_CERN_OpenData,1.89841,1/1/70,0,1409,1409,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Tau/Run2016B-07Aug17_ver2-v1/MINIAOD,T1_US_FNAL_Disk,1.57495,1/1/70,0,587,587,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016D-PromptReco-v2/MINIAOD,T3_US_Colorado,2.09869,5/19/20,1589874791000,1035,1035,['t3_us_colorado_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleMuon/Run2016G-07Aug17-v1/MINIAOD,T2_IT_Legnaro,1.18481,1/1/70,0,463,463,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2017B-17Nov2017-v1/MINIAOD,T1_US_FNAL_Disk,2.06035,3/13/20,1584059732000,741,741,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2017E-31Mar2018-v1/MINIAOD,T2_CH_CERN,2.09832,8/26/21,1629963814000,661,661,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Cosmics/Run2018B-UL18-v1/RECO,T1_RU_JINR_Disk,1.94149,1/1/70,0,443,443,['sync_t1_ru_jinr_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Charmonium/Run2018A-12Nov2019_UL2018_rsb-v1/AOD,T1_UK_RAL_Disk,5.84937,9/21/21,1632249996000,1437,1437,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2015D-v1/RAW,T2_CH_CERN,1.93222,9/22/21,1632287141000,639,639,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/AlCaPhiSym/Run2016E-v2/RAW,T2_CH_CERN,1.93157,1/1/70,0,785,785,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DY1JetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,T3_CH_CERN_OpenData,1.50909,1/1/70,0,1529,1529,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ggH_HToSSTodddd_MH-125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17DRPremix-PU2017_rp_94X_mc2017_realistic_v11-v1/GEN-SIM-RECO,T1_ES_PIC_Disk,24.89769,8/29/20,1598674093000,761,761,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToTauTau_ForcedMuEleDecay_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,T1_US_FNAL_Disk,1.9506,5/20/20,1589946851000,570,570,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BuToDStarX_ToD0Pi_inclusive_SoftQCD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL18MiniAODv2-Custom_RDStarPU_BParking_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,2.75891,1/1/70,0,743,743,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/WJetsToLNu_TuneCUETP8M1_8TeV-amcatnloFXFX-pythia8/Summer12DR53X-PU_S10_TuneCUETP8M1_START53_V19-v3/AODSIM,T2_ES_CIEMAT,9.02504,1/1/70,0,2939,2939,['t2_es_ciemat_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MinBias_TuneCP5_13TeV-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_ES_PIC_Disk,1.9269,1/1/70,0,477,477,['sync_t1_es_pic_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Commissioning/Run2012B-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,1.97918,1/1/70,0,509,509,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016B-ver2_21Feb2020_UL2016_HIPM_WMass_MiniAODv2-v1/MINIAOD,T2_US_MIT,1.39827,1/1/70,0,359,359,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-15to20_MuEnrichedPt5_TuneCP5_14TeV_pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T2_US_Florida,1.9231,7/4/20,1593902069000,157,157,['sync_t2_us_florida'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016E-03Feb2017-v1/MINIAOD,T2_UK_London_IC,2.29542,6/7/20,1591533727000,637,637,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleMuonLowMass/Run2016G-23Sep2016-v1/MINIAOD,T2_US_Florida,1.04833,1/1/70,0,711,711,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016H-03Feb2017_ver2-v1/MINIAOD,T2_UK_London_IC,4.45489,8/29/20,1598677867000,1201,1201,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016H-17Jul2018-v1/MINIAOD,T2_DE_DESY,4.31572,1/19/38,2147483647000,1131,1131,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/HighMultiplicityEOF/Run2018B-v1/RAW,T2_RU_ITEP,2.43492,1/1/70,0,590,590,['t2_ru_itep_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2018B-17Sep2018-v1/MINIAOD,T1_US_FNAL_Disk,3.35132,7/24/21,1627125069000,1448,1448,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYJetsToLL_M-1to4_HT-600toInf_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17DRPremix-PU2017_94X_mc2017_realistic_v11-v1/AODSIM,T3_US_FNALLPC,1.92156,1/1/70,0,518,518,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/EphemeralHLTPhysics7/Run2018D-v1/RAW,T1_US_FNAL_Disk,7.79424,8/28/21,1630109140000,2167,2167,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias7/Run2022B-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.93122,1/1/70,0,651,651,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleElectron/Run2011A-ZElectron-08Nov2011-v1/RAW-RECO,T2_CH_CERN,1.90422,9/22/21,1632310580000,487,487,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/LowEGJet/Run2017G-09Aug2019_UL2017-v1/AOD,T2_UK_London_IC,1.90294,8/24/21,1629821570000,598,598,['sync_t2_uk_london_ic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Bjet_pThat-80_TuneCP5_HydjetDrumMB_5p02TeV_Pythia8/HINPbPbSpring21MiniAOD-FixL1CaloGT_112X_upgrade2018_realistic_HI_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,2.90787,1/1/70,0,1130,1130,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/MET/Run2016E-v2/RAW,T2_CH_CERN,1.89318,9/21/21,1632253259000,500,500,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BuToMuMuK_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,4.34946,7/15/20,1594795250000,1534,1534,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZJetsToNuNu_HT-200To400_13TeV-madgraph/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_DE_DESY,1.0601,8/18/21,1629310668000,431,431,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TTJets_HT-1200to2500_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17DRPremix-PU2017_94X_mc2017_realistic_v11-v1/AODSIM,T2_DE_DESY,7.94031,1/1/70,0,1357,1357,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt_300to470_TuneCP5_13TeV_pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v3/MINIAODSIM,T1_US_FNAL_Disk,2.89092,9/13/20,1600006978000,1095,1095,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZZTo4L_13TeV_powheg_pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v1/MINIAODSIM,T2_DE_DESY,4.01416,7/29/21,1627569638000,1128,1128,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DYToLL_1J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_US_Purdue,1.55143,4/16/20,1587078398000,796,796,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/TT_hdampDOWN_TuneCUETP8M2T4_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.28352,6/2/20,1591071336000,651,651,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-15to3000_TuneZ2star_Flat_HFshowerLibrary_7TeV_pythia6/Summer12-LowPU2010_DR42_PU_S0_START42_V17B-v2/AODSIM,T3_CH_CERN_OpenData,6.84709,1/1/70,0,1881,1881,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BuToKstarMuMu_EtaPtFilter_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v2/AODSIM,T3_CH_CERN_OpenData,21.9594,1/1/70,0,8023,8023,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/JetHT/Run2016F-18Apr2017-v1/MINIAOD,T2_US_Wisconsin,1.45477,3/11/20,1583962583000,469,469,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-15to3000_TuneZ2star_Flat_8TeV_pythia6/Summer12_DR53X-NoPileUp_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.02749,1/1/70,0,340,340,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleElectron/Run2012B-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,18.66304,10/9/21,1633747955000,5298,5298,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BTagMu/Run2015D-16Dec2015-v1/MINIAOD,T1_US_FNAL_Disk,1.11416,1/1/70,0,1253,1253,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/DoubleEG/Run2016B-18Apr2017_ver2-v1/MINIAOD,T1_US_FNAL_Disk,3.44579,1/1/70,0,1172,1172,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016C-17Jul2018-v1/MINIAOD,T2_UK_London_IC,1.46718,9/21/21,1632247296000,369,369,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/BTagCSV/Run2016E-03Feb2017-v1/MINIAOD,T1_US_FNAL_Disk,2.2553,1/1/70,0,574,574,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuon/Run2016E-03Feb2017-v1/MINIAOD,T2_IT_Legnaro,2.29542,6/7/20,1591533727000,637,637,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ST_tW_antitop_5f_NoFullyHadronicDecays_mtop1755_TuneCP5_13TeV-powheg-pythia8/RunIISummer19UL17DIGIPremix-BACKFILL_106X_mc2017_realistic_v6-v4/GEN-SIM-DIGI,T2_IN_TIFR,1.89307,9/23/20,1600837498000,125,125,['sync_t2_in_tifr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SingleMuonTnP/Run2017G-17Nov2017-v1/MINIAOD,T2_US_Florida,6.50537,1/1/70,0,2350,2350,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/ZeroBias/Run2015D-v1/RAW,T2_CH_CERN,1.89255,9/22/21,1632309787000,591,591,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/GluGluToHToTauTau_M125_13TeV_amcatnloFXFX_pythia8_2017-GEN_UEUp/dwinterb-StoreResults_GluGluToHToTauTau_M125_13TeV_amcatnloFXFX_pythia8_2017_GEN_UEUp_RAW-v1/USER,T2_UK_London_IC,1.88479,1/1/70,0,594,594,['sync_t2_uk_london_ic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T2qq-LLChipm_ctau-200_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v3/MINIAODSIM,T2_US_Florida,2.43686,5/21/20,1590040755000,1072,1072,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/QCD_Pt-120to170_EMEnriched_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.52072,7/31/21,1627693865000,314,314,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/SMS-T5qqqqVV_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUSummer16v3Fast_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,1.82879,5/19/20,1589925042000,620,620,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
