,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
3430,/TT_TuneCP5_14TeV-powheg-pythia8/Phase2HLTTDRWinter20DIGI-PU140_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,6.33833,8/27/20,1598496032000,978,978,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
3431,/JetHT/Run2018D-JetHTJetPlusHOFilter-12Nov2019_UL2018_rsb-v1/RAW-RECO,T1_US_FNAL_Disk,1.30004,6/27/20,1593228289000,398,398,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3432,/HeavyFlavor/Run2017G-09Aug2019_UL2017-v1/AOD,T2_ES_CIEMAT,1.29645,10/11/20,1602379692000,446,446,['sync_t2_es_ciemat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3437,/DYJetsToLL_Pt-100To250_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,3.13118,2/4/21,1612410099000,944,944,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3438,/TTTo2L2Nu_mtop173p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.3923,1/1/70,0,534,534,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3440,/JPsiToMuMu_2MuPtEtaFilter_tuneD6T_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v2/AODSIM,T3_CH_CERN_OpenData,5.02433,1/1/70,0,1580,1580,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3441,/TTJets_HadronicMGDecays_8TeV-madgraph/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,10.42632,1/1/70,0,3119,3119,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3445,/Muplus_E-200To4000_positiveOE-gun/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T1_ES_PIC_Disk,1.40946,1/1/70,0,86,86,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
3456,/TTToHadronic_TuneCP5CR2_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.53531,7/26/21,1627318156000,444,444,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3457,/WminusJetsToMuNu_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v1/MINIAODSIM,T2_US_Florida,6.78473,1/26/21,1611621019000,2362,2362,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3458,/ST_t-channel_top_4f_InclusiveDecays_TuneCP5CR2_13TeV-powheg-madspin-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.80608,1/1/70,0,918,918,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3460,/QCD_Pt-170to300_TuneZ2star_8TeV_pythia6/Summer12_DR53X-PU_S10_START53_V7A-v2/AODSIM,T2_FR_GRIF_IRFU,2.21178,1/1/70,0,578,578,['t2_fr_grif_irfu_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3461,/QCD_Pt-30to50_TuneZ2star_8TeV_pythia6/Summer12_DR53X-PU_S10_START53_V7A-v2/AODSIM,T2_FR_GRIF_IRFU,1.99331,1/1/70,0,563,563,['t2_fr_grif_irfu_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3463,/TTTo2L2Nu_widthx1p3_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T2_US_UCSD,1.20466,7/22/21,1626964799000,451,451,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3464,/DYJetsToLL_M-50_TuneZ2Star_8TeV-madgraph-tarball/Summer12_DR53X-No_PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.10944,1/1/70,0,348,348,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3467,/SingleMuon/Run2016B-21Feb2020_UL2016_HIPM_WMass_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,2.58899,1/1/70,0,666,666,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3469,/JetHT/Run2017C-09Aug2019_UL2017_DQMresub-v1/MINIAOD,T1_US_FNAL_Disk,3.46375,12/16/20,1608136301000,1237,1237,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3470,/JetHT/Run2017F-TkAlMinBias-09Aug2019_UL2017-v1/ALCARECO,T2_DE_DESY,8.43949,11/10/20,1605005115000,2916,2916,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3471,/SingleElectron/Run2017F-09Aug2019_UL2017_EcalRecovery-v1/AOD,T2_FR_IPHC,4.14961,7/15/21,1626364448000,1326,1326,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3472,/QCD_pThat-15_bJet_TuneCP5_5p02TeV_pythia8/RunIIpp5Spring18DR-94X_mc2017_realistic_forppRef5TeV_v1-v1/AODSIM,T2_FR_GRIF_LLR,1.29393,2/16/21,1613491405000,358,358,['sync_t2_fr_grif_llr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3481,/QCD_Pt-120To170_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,1.26276,1/1/70,0,473,473,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3482,/DYJetsToLL_Pt-50To100_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.66268,7/26/21,1627298404000,1142,1142,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3485,/SinglePhoton/Run2016B-EXOMONOPOLE-21Feb2020_UL2016_HIPM-v2/USER,T2_PT_NCG_Lisbon,1.29,5/8/20,1588954130000,382,382,['sync_t2_pt_ncg_lisbon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
3496,/WJetsToLNu_HT-100To200_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,2.26121,7/23/21,1627043658000,593,593,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3497,/TTToHadronic_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T2_US_Purdue,2.18695,7/10/21,1625897730000,759,759,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3499,/BdToPsiKstar_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,2.19963,1/1/70,0,548,548,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3500,/ZeroBias4/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.5913,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3505,/JetHT/Run2018D-12Nov2019_UL2018-v3/MINIAOD,T2_US_Nebraska,1.2841,1/1/70,0,439,439,['sync_t2_us_nebraska'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3511,/QCD_Pt_50to80_TuneCP5_14TeV_pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_DE_KIT_Disk,4.99524,1/1/70,0,337,337,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
3518,/TTToHadronic_TuneCP5CR1_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,4.29337,9/27/21,1632704080000,1398,1398,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3520,/ZeroBias15/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10733,1/1/70,0,377,377,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3521,/ZeroBias18/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10696,1/1/70,0,383,383,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3523,/DoubleEG/Run2016D-21Feb2020_UL2016_HIPM-v1/AOD,T2_IT_Pisa,10.47618,8/25/21,1629906843000,3190,3190,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3526,/DoubleMuon/Run2016G-UL2016_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.08913,10/4/21,1633355107000,308,308,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3527,/SingleMuon/Run2016H-21Feb2020_UL2016_WMass-v2/MINIAOD,T1_US_FNAL_Disk,1.09783,1/1/70,0,356,356,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3540,/QCD_Pt-15to3000_TuneZ2star_Flat_8TeV_pythia6/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,3.00239,1/1/70,0,1099,1099,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3541,/TTJets_SemiLeptMGDecays_TuneP11_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,4.72047,1/1/70,0,1297,1297,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3542,/VRRandom0/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,1.60378,1/1/70,0,504,504,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3543,/ZeroBias12/Commissioning2022-v1/RAW,T1_US_FNAL_Disk,1.20558,1/1/70,0,338,338,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3550,/BTagMu/Run2018A-12Nov2019_UL2018-v1/MINIAOD,T2_US_Purdue,1.15833,12/14/20,1607984467000,480,480,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3551,/ParkingBPH3/Run2018B-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,4.98758,1/1/70,0,1496,1496,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3556,/Muplus_E-200To4000_Barrel-gun/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T1_DE_KIT_Disk,2.33008,1/1/70,0,123,123,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
3565,/TTToSemiLeptonic_TuneCP5up_13TeV-powheg-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v3/MINIAODSIM,T1_US_FNAL_Disk,3.92852,7/3/21,1625327713000,1172,1172,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3566,/DoubleMuonLowMass/Run2017E-09Aug2019_UL2017-v1/MINIAOD,T2_BE_IIHE,1.29234,9/17/21,1631911002000,495,495,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3576,/EGamma/Run2018D-12Nov2019_UL2018-v8/MINIAOD,T1_US_FNAL_Disk,20.29126,9/24/21,1632494402000,5865,5865,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3578,/JPsiMM_TuneCUETP8M1_5p02TeV_pythia8/RunIIpp5Spring18DR-94X_mc2017_realistic_forppRef5TeV-v2/AODSIM,T2_FR_GRIF_LLR,2.09119,3/30/20,1585563692000,521,521,['t2_fr_grif_llr_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3582,/BuToChic1KToJpsiGamma_BpFilter_8TeV_Pythia6-evtGen/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,5.58457,1/1/70,0,1529,1529,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3583,/QCD_HT-100To250_TuneZ2star_8TeV-madgraph-pythia/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_DE_DESY,17.19062,9/22/20,1600745657000,4309,4309,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3584,/BsToJpsiPhi_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer19UL18RECO-106X_upgrade2018_realistic_v11_L1v1-v1/AODSIM,T2_US_Wisconsin,1.24626,10/28/20,1603900865000,297,297,['sync_t2_us_wisconsin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3585,/Cosmics/Commissioning2022-v1/RAW,T2_DE_DESY,6.61937,1/1/70,0,1089,1089,['rwalsh'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3589,/QCD_Pt-120to170_EMEnriched_TuneCP5_14TeV_pythia8/Phase2HLTTDRSummer20ReRECOMiniAOD-PU140_111X_mcRun4_realistic_T15_v1-v1/GEN-SIM-DIGI-RAW-MINIAOD,T1_RU_JINR_Disk,4.93059,1/1/70,0,305,305,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
3590,/QCD_Pt-15to20_MuEnrichedPt5_TuneCP5_14TeV_pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v1/GEN-SIM-DIGI-RAW,T1_DE_KIT_Disk,4.99951,1/1/70,0,341,341,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
3596,/WGToLNuG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,1.79793,2/7/21,1612721421000,638,638,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3597,/WJetsToLNu_012JetsNLO_34JetsLO_EWNLOcorr_13TeV-sherpa/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v4/MINIAODSIM,T1_US_FNAL_Disk,2.04018,1/1/70,0,659,659,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3598,/JPsiToMuMuGun_Pt5To30-pythia8/RunIISummer20UL16RECOAPV-NoPU_106X_mcRun2_asymptotic_preVFP_v8-v2/AODSIM,T2_CH_CERN,4.09753,11/5/20,1604577653000,1174,1174,['mdunser'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3599,/TTTo2L2Nu_mtop178p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,3.35666,1/1/70,0,1249,1249,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3604,/SingleElectron/Run2016E-21Feb2020_UL2016_HIPM_rsb-v1/AOD,T2_BE_UCL,1.23686,10/16/20,1602838376000,208,208,['sync_t2_be_ucl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3605,/DYToLL_M-50_TuneCP5_14TeV-pythia8/Run3Winter21DRMiniAOD-FlatPU30to80FEVT_112X_mcRun3_2021_realistic_v16-v2/MINIAODSIM,T1_US_FNAL_Disk,1.77221,9/21/21,1632224925000,797,797,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
3609,/WGToLNuG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v1/MINIAODSIM,T1_US_FNAL_Disk,1.18848,7/31/21,1627750998000,318,318,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3610,/Charmonium_JpsiToMuMu_Pt20_25_TuneCP5_13TeV-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.67905,1/1/70,0,448,448,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3611,/ChicToJpsiGamma_MuFilter_8TeV_Pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,27.59428,1/1/70,0,8608,8608,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3614,/ZeroBias19/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59233,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3627,/Muplus_E-200To4000_Barrel-gun/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T2_BR_UERJ,1.58813,1/1/70,0,84,84,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
3635,/TToLeptons_t-channel_Pythia8_8TeV-aMCatNLO/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.44806,1/1/70,0,433,433,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3638,/Charmonium/Run2018D-UL2018_MiniAODv2_GT36-v1/MINIAOD,T2_US_Purdue,1.07277,1/1/70,0,337,337,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3643,/SingleMuon/Run2016F-21Feb2020_UL2016-v1/AOD,T2_DE_DESY,1.77976,7/22/21,1626964665000,547,547,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3648,/SingleMuon/Run2018C-12Nov2019_UL2018-v3/MINIAOD,T1_US_FNAL_Disk,1.32298,9/22/21,1632289554000,399,399,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3649,/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T2_IT_Legnaro,1.72151,9/20/21,1632172114000,503,503,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
3651,/ZeroBias/Run2017D-09Aug2019_UL2017-v1/MINIAOD,T3_KR_KNU,1.21577,8/12/21,1628777068000,439,439,['sync_t2_kr_knu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3664,/JetHT/Run2018D-LogError-12Nov2019_UL2018_rsb-v1/RAW-RECO,T2_UK_London_IC,1.21268,6/27/20,1593229559000,376,376,['sync_t2_uk_london_ic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3665,/SingleElectron/Run2016E-21Feb2020_UL2016_HIPM_rsb-v1/AOD,T2_FR_IPHC,1.21229,10/9/20,1602273432000,194,194,['sync_t2_fr_iphc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3669,/SingleElectron/Run2017C-09Aug2019_UL2017_EcalRecovery-v1/AOD,T1_US_FNAL_Disk,2.56297,1/1/70,0,822,822,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3673,/SinglePhoton/Run2016B-SinglePhotonJetPlusHOFilter-21Feb2020_UL2016_HIPM-v2/RAW-RECO,T1_UK_RAL_Disk,1.21111,5/7/20,1588860070000,353,353,['sync_t1_uk_ral_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3676,/SingleElectron/Run2016E-21Feb2020_UL2016_HIPM_rsb-v1/AOD,T1_IT_CNAF_Disk,1.20804,10/10/20,1602310806000,232,232,"['sync_t1_it_cnaf_disk', 'sync_t2_fr_ccin2p3']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3683,/WplusJetsToMuNu_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,13.23028,12/13/20,1607869245000,5465,5465,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3684,/DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL16RECO-FlatPU0to75_106X_mcRun2_asymptotic_v13-v2/AODSIM,T2_IN_TIFR,3.80712,1/1/70,0,985,985,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3685,/TTTo2L2Nu_widthx1p3_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T1_US_FNAL_Disk,1.96614,1/1/70,0,607,607,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3686,/Z2JetsToNuNu_M-50_LHEFilterPtZ-250To400_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v3/MINIAODSIM,T1_US_FNAL_Disk,2.83641,10/9/21,1633779916000,1214,1214,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3687,/BdToKstarJPsi_EtaPtFilter_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,7.20128,1/1/70,0,2335,2335,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3688,/ZeroBias12/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59119,1/1/70,0,3041,3041,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
3696,/ParkingBPH2/Run2018B-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,12.26461,1/1/70,0,3764,3764,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3697,/GJet_Pt-10to40_DoubleEMEnriched_TuneCP5_14TeV_Pythia8/Run3Summer21MiniAOD-FlatPU0to70_120X_mcRun3_2021_realistic_v5-v1/MINIAODSIM,T1_US_FNAL_Disk,1.24881,1/1/70,0,291,291,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
3704,/WZTo3LNu_TuneZ2star_8TeV_pythia6_tauola/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_FR_GRIF_IRFU,1.01481,1/1/70,0,289,289,['t2_fr_grif_irfu_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3705,/QCD_Pt_15to30_TuneCP5_13TeV_pythia8/Run3Winter20DRMiniAOD-TkAlMinBias-TkAlMinBias_110X_mcRun3_2021_realistic_v6-v1/ALCARECO,T2_CH_CERN,1.1808,7/22/20,1595378767000,364,364,['pasmuss'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
3708,/SingleMuon/Run2016F-21Feb2020_UL2016_HIPM-v1/MINIAOD,T1_US_FNAL_Disk,1.42428,9/21/21,1632190257000,541,541,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3710,/JetHT/Run2017D-TkAlMinBias-09Aug2019_UL2017-v1/ALCARECO,T2_DE_DESY,3.04466,11/11/20,1605074020000,990,990,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3711,/SingleMuon/Run2017E-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,5.40761,9/19/21,1632012769000,1708,1708,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
3715,/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T2_IN_TIFR,2.53169,9/20/21,1632161120000,741,741,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
3725,/TTToHadronic_TuneCP5up_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.07983,7/14/21,1626232488000,341,341,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3726,/GluGluToHToBB_M-125_8TeV-powheg-pythia6_ext/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.58225,1/1/70,0,411,411,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
