,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
2460,/SingleElectron/Run2016C-23Sep2016-v1/MINIAOD,T2_US_Nebraska,2.42805,1/1/70,0,1077,1077,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
2461,/SinglePhoton/Run2016G-03Feb2017-v1/MINIAOD,T1_US_FNAL_Disk,1.23319,10/12/20,1602510586000,328,328,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
2462,/Charmonium/Run2016H-PromptReco-v2/MINIAOD,T2_US_Purdue,1.66858,1/1/70,0,858,858,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
2463,/DoubleEG/Run2016H-PromptReco-v2/MINIAOD,T2_US_Florida,2.5806,1/1/70,0,1122,1122,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
2464,/SingleMuon/Run2016H-07Aug17-v1/MINIAOD,T2_DE_DESY,4.16952,7/25/21,1627238053000,1719,1719,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
2465,/DoubleEG/Run2017E-PromptReco-v1/MINIAOD,T2_US_Vanderbilt,2.23055,1/1/70,0,900,900,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
2466,/SinglePhoton/Run2017F-09May2018-v1/MINIAOD,T2_US_Nebraska,1.22253,7/26/20,1595776758000,525,525,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
2469,/BsToPsiPhi_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Florida,1.58594,9/27/20,1601190027000,664,664,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
2470,/SMS-TChiWH_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,4.31181,10/10/20,1602317455000,1511,1511,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
2471,/SMS-TChiWH_WToLNu_HToVVTauTau_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T2_US_MIT,1.57262,10/1/20,1601516661000,581,581,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
2472,/QCD_Pt-80to120_EMEnriched_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_DE_DESY,1.37232,9/22/20,1600807208000,557,557,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
2473,/WToLNu_0J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv3-PUMoriond17_backup_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Purdue,1.24973,10/8/21,1633728725000,354,354,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
2475,/EGamma/CMSSW_10_6_4_patch1-103X_dataRun2_HLT_relval_v8_RelVal_2018C-v1/FEVTDEBUGHLT,T1_US_FNAL_Disk,2.03334,1/1/70,0,100,100,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
2476,/BsToPhiJpsi_ToKKMuMu_probefilter_SoftQCDnonD_TuneCP5_14TeV-pythia8-evtgen/PhaseIITDRSpring19DR-PU200_106X_upgrade2023_realistic_v3_ext1-v1/AODSIM,T1_IT_CNAF_Disk,2.03091,1/1/70,0,165,165,['sync_t1_it_cnaf_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
