Unnamed: 0.1,Unnamed: 0,dataset,rse_id,DTier,size_on_tape_[TB],category
58714,58714,/ZH_ZToLL_HToInv_M-150_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0113,DPOA
58718,58718,/ZprimePSIToTauTau_M-1250_TuneZ2_7TeV-pythia6-tauola/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01128,DPOA
58720,58720,/MajoranaNeutrinoToEE_M-80_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01125,DPOA
58731,58731,/MajoranaNeutrinoToMuMu_M-105_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01118,DPOA
58734,58734,/MajoranaNeutrinoToEE_M-70_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01116,DPOA
58735,58735,/MajoranaNeutrinoToEE_M-60_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01114,DPOA
58741,58741,/ZH_ZToLL_HToInv_M-105_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01112,DPOA
58746,58746,/MajoranaNeutrinoToEE_M-90_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0111,DPOA
58747,58747,/MajoranaNeutrinoToEE_M-75_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0111,DPOA
58748,58748,/LongLivedChi0ToMuQQ_MSquark-150_MChi0-108_CTau-350_7TeV-pythia6/Fall11-E7TeV_Ave23_50ns-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0111,DPOA
58749,58749,/MajoranaNeutrinoToMuMu_M-80_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0111,DPOA
58753,58753,/ZprimeSSMToTauTau_M-1250_TuneZ2_7TeV-pythia6-tauola/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01107,DPOA
58756,58756,/MajoranaNeutrinoToMuMu_M-60_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01103,DPOA
58760,58760,/ZprimeSSMToTauTau_M-1500_TuneZ2_7TeV-pythia6-tauola/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.011,DPOA
58763,58763,/ZH_ZToLL_HToInv_M-135_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01099,DPOA
58767,58767,/ZH_ZToLL_HToInv_M-115_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01096,DPOA
58772,58772,/MajoranaNeutrinoToMuMu_M-75_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01092,DPOA
58773,58773,/MajoranaNeutrinoToEE_M-50_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01092,DPOA
58780,58780,/ZH_ZToLL_HToInv_M-125_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01089,DPOA
58785,58785,/TprimeTprimeToBWBWinc_M-650_7TeV-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01085,DPOA
58791,58791,/MajoranaNeutrinoToMuMu_M-50_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01079,DPOA
58795,58795,/ZH_ZToLL_HToInv_M-145_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01077,DPOA
58827,58827,/ZprimePSIToMuMu_M-1500_TuneZ2_7TeV-pythia6/Fall11-E7TeV_Ave32_50ns-v2/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0104,DPOA
58837,58837,/ZprimePSIToEE_M-1500_TuneZ2_7TeV-pythia6/Fall11-E7TeV_Ave32_50ns-v2/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01024,DPOA
58838,58838,/MajoranaNeutrinoToMuMu_M-70_7TeV_Alpgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.01023,DPOA
58893,58893,/ZprimeSSMToTauTau_M-1750_TuneZ2_7TeV-pythia6-tauola/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00923,DPOA
59078,59078,/ZprimePSIToMuMu_M-1500_TuneZ2_7TeV-pythia6/Fall11-E7TeV_Ave23_50ns-v2/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00794,DPOA
59085,59085,/ZprimePSIToEE_M-1500_TuneZ2_7TeV-pythia6/Fall11-E7TeV_Ave23_50ns-v2/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00785,DPOA
59186,59186,/TTH_HToGG_M-145_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00661,DPOA
59187,59187,/TTH_HToGG_M-160_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0066,DPOA
59191,59191,/TTH_HToGG_M-155_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00654,DPOA
59219,59219,/TTH_HToGG_M-150_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v2/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00612,DPOA
59329,59329,/DisplacedJet/Run2015C_25ns-05Oct2015-v1/AOD,T1_ES_PIC_Tape,AOD,0.00516,DPOA
59552,59552,/WH_ZH_TTH_HToZZTo2L2Q_M-525_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00329,DPOA
59563,59563,/WH_ZH_TTH_HToZZTo2L2Q_M-575_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00323,DPOA
59565,59565,/WH_ZH_TTH_HToZZTo2L2Q_M-500_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00322,DPOA
59570,59570,/WH_ZH_TTH_HToZZTo2L2Q_M-550_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00321,DPOA
59589,59589,/WH_ZH_TTH_HToZZTo2L2Q_M-600_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00315,DPOA
59601,59601,/WH_ZH_TTH_HToZZTo2L2Q_M-450_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00313,DPOA
59610,59610,/WH_ZH_TTH_HToZZTo2L2Q_M-475_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00311,DPOA
59611,59611,/WH_ZH_TTH_HToZZTo2L2Q_M-375_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00311,DPOA
59613,59613,/WH_ZH_TTH_HToZZTo2L2Q_M-425_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0031,DPOA
59618,59618,/WH_ZH_TTH_HToZZTo2L2Q_M-220_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00306,DPOA
59621,59621,/WH_ZH_TTH_HToZZTo2L2Q_M-300_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00305,DPOA
59623,59623,/WH_ZH_TTH_HToZZTo2L2Q_M-350_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00305,DPOA
59625,59625,/WH_ZH_TTH_HToZZTo2L2Q_M-210_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00304,DPOA
59634,59634,/WH_ZH_TTH_HToZZTo2L2Q_M-230_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00302,DPOA
59641,59641,/WH_ZH_TTH_HToZZTo2L2Q_M-325_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00299,DPOA
59642,59642,/WH_ZH_TTH_HToZZTo2L2Q_M-190_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00298,DPOA
59645,59645,/WH_ZH_TTH_HToZZTo2L2Q_M-250_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00297,DPOA
59654,59654,/WH_ZH_TTH_HToZZTo2L2Q_M-275_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00294,DPOA
59656,59656,/WH_ZH_TTH_HToZZTo2L2Q_M-400_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00293,DPOA
59659,59659,/WH_ZH_TTH_HToZZTo2L2Q_M-150_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00292,DPOA
59662,59662,/WH_ZH_TTH_HToZZTo2L2Q_M-200_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00291,DPOA
59664,59664,/WH_ZH_TTH_HToZZTo2L2Nu_M-475_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00291,DPOA
59671,59671,/WH_ZH_TTH_HToZZTo2L2Nu_M-525_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00288,DPOA
59677,59677,/WH_ZH_TTH_HToZZTo2L2Q_M-130_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00287,DPOA
59684,59684,/WH_ZH_TTH_HToZZTo2L2Nu_M-575_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00285,DPOA
59692,59692,/WH_ZH_TTH_HToZZTo2L2Nu_M-400_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00283,DPOA
59698,59698,/WH_ZH_TTH_HToZZTo2L2Nu_M-600_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00282,DPOA
59700,59700,/WH_ZH_TTH_HToZZTo2L2Nu_M-425_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0028,DPOA
59701,59701,/WH_ZH_TTH_HToZZTo2L2Nu_M-200_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0028,DPOA
59704,59704,/WH_ZH_TTH_HToZZTo2L2Nu_M-210_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00279,DPOA
59709,59709,/WH_ZH_TTH_HToZZTo2L2Nu_M-275_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00278,DPOA
59710,59710,/WH_ZH_TTH_HToZZTo2L2Nu_M-350_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00278,DPOA
59716,59716,/ADDmonoJet_MD-1_d-6_7TeV_Tune4C-pythia8/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00276,DPOA
59717,59717,/WH_ZH_TTH_HToZZTo2L2Nu_M-550_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00276,DPOA
59719,59719,/WH_ZH_TTH_HToZZTo2L2Nu_M-450_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00276,DPOA
59722,59722,/WH_ZH_TTH_HToZZTo2L2Nu_M-220_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00274,DPOA
59726,59726,/WH_ZH_TTH_HToZZTo2L2Nu_M-300_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00273,DPOA
59737,59737,/WH_ZH_TTH_HToZZTo2L2Nu_M-230_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0027,DPOA
59741,59741,/WH_ZH_TTH_HToZZTo2L2Nu_M-375_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0027,DPOA
59743,59743,/WH_ZH_TTH_HToZZTo2L2Nu_M-500_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00269,DPOA
59755,59755,/WH_ZH_TTH_HToZZTo2L2Nu_M-250_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00266,DPOA
59766,59766,/WH_ZH_TTH_HToZZTo2L2Nu_M-130_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00263,DPOA
59778,59778,/WH_ZH_TTH_HToZZTo2L2Nu_M-190_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00261,DPOA
59791,59791,/WH_ZH_TTH_HToZZTo2L2Nu_M-325_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00255,DPOA
59809,59809,/WH_ZH_TTH_HToZZTo2L2Nu_M-150_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00246,DPOA
59842,59842,/DarkMatter_Monophoton_M-200_AxialvectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00222,DPOA
59855,59855,/DarkMatter_Monophoton_M-500_AxialvectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00216,DPOA
59858,59858,/DarkMatter_Monophoton_M-500_VectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00215,DPOA
59864,59864,/DarkMatter_Monophoton_M-100_AxialvectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00213,DPOA
59865,59865,/DarkMatter_Monophoton_M-1_AxialvectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00213,DPOA
59866,59866,/DarkMatter_Monophoton_M-1_VectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00213,DPOA
59868,59868,/DarkMatter_Monophoton_M-200_VectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00212,DPOA
59869,59869,/DarkMatter_Monophoton_M-10_VectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00211,DPOA
59870,59870,/DarkMatter_Monophoton_M-10_AxialvectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00211,DPOA
59872,59872,/DarkMatter_Monophoton_M-1000_VectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.0021,DPOA
59879,59879,/DarkMatter_Monophoton_M-1000_AxialvectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00207,DPOA
59880,59880,/DarkMatter_Monophoton_M-100_VectorUNI_7TeV_TuneZ2-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_ES_PIC_Tape,AODSIM,0.00207,DPOA
64061,64061,/MinBias_TuneZ2_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,8.80639,DPOA
64129,64129,/JPsiToMuMu_2MuPEtaFilter_7TeV-pythia6-evtgen/Summer11-PU_S4_START42_V11-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,7.47982,DPOA
64216,64216,/DYToEE_M-20_CT10_TuneZ2_7TeV-powheg-pythia/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,6.19107,DPOA
64219,64219,/DoublePhotonHighPt/Run2012D-PromptReco-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,6.17229,DPOA
64232,64232,/PhotonHad/Run2012D-PromptReco-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,5.95771,DPOA
64310,64310,/DoublePhotonHighPt/Run2012C-PromptReco-v2/AOD,T1_FR_CCIN2P3_Tape,AOD,5.06322,DPOA
64333,64333,/PhotonHad/Run2012C-PromptReco-v2/AOD,T1_FR_CCIN2P3_Tape,AOD,4.97391,DPOA
64402,64402,/WZ_TuneZ2star_8TeV_pythia6_tauola/Summer12-PU_S7_START50_V15-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,4.22549,DPOA
64404,64404,/WW_TuneZ2star_8TeV_pythia6_tauola/Summer12-PU_S7_START50_V15-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,4.22025,DPOA
64409,64409,/ZZ_TuneZ2star_8TeV_pythia6_tauola/Summer12-PU_S7_START50_V15-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,4.15386,DPOA
64430,64430,/Z1Jet_TuneZ2_7TeV-madgraph-tauola/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,3.99337,DPOA
64497,64497,/DoublePhotonHighPt/Run2012B-13Jul2012-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,3.46862,DPOA
64502,64502,/DoubleElectron/Run2011B-30Nov2011-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,3.4567,DPOA
64513,64513,/DoubleElectron/Run2011B-16Jan2012-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,3.40244,DPOA
64526,64526,/DoubleElectron/Run2011B-21Jun2013-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,3.33924,DPOA
64571,64571,/EGMonitor/Run2010A-Dec22ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,3.12819,DPOA
64573,64573,/EGMonitor/Run2010A-Dec4ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,3.12285,DPOA
64593,64593,/EGMonitor/Run2010A-Nov4ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,3.05076,DPOA
64788,64788,/QCD_Pt-50to80_MuPt5Enriched_TuneZ2_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,2.62802,DPOA
64832,64832,/DoubleElectron/Run2012A-13Jul2012-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,2.51051,DPOA
64833,64833,/QCD_Pt-30to50_MuPt5Enriched_TuneZ2_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,2.51037,DPOA
64844,64844,/GJets_TuneZ2_200_HT_inf_7TeV-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,2.43558,DPOA
64858,64858,/BTau/Run2010A-Dec22ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,2.36246,DPOA
64861,64861,/BTau/Run2010A-Dec4ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,2.35911,DPOA
64886,64886,/BTau/Run2010A-Nov4ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,2.29477,DPOA
64893,64893,/QCD_Pt-20to30_MuPt5Enriched_TuneZ2_7TeV-pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,2.24738,DPOA
64943,64943,/Jet/Run2010B-PromptReco-v2/AOD,T1_FR_CCIN2P3_Tape,AOD,2.10902,DPOA
65012,65012,/DYToMuMu_M-10To20_CT10_TuneZ2_7TeV-powheg-pythia/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.91668,DPOA
65018,65018,/DYToEE_M-10To20_CT10_TuneZ2_7TeV-powheg-pythia/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.89745,DPOA
65021,65021,/METFwd/Run2010B-Dec22ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,1.87999,DPOA
65025,65025,/METFwd/Run2010B-Dec4ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,1.87546,DPOA
65048,65048,/BpToPsiMuMu_2MuPEtaFilter_Tight_7TeV-pythia6-evtgen/Fall11-HLTBPh2011_START42_V14B-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.81559,DPOA
65049,65049,/BpToPsiMuMu_2MuPEtaFilter_Tight_7TeV-pythia6-evtgen/Fall11-HLTBPh2011_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.81276,DPOA
65055,65055,/METFwd/Run2010B-Nov4ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,1.8028,DPOA
65062,65062,/MinBias_TuneZ2_7TeV-pythia6/Fall11-NoPileUp_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.79138,DPOA
65102,65102,/MinBias_TuneZ2_7TeV-pythia6/Summer11-NoPileup_START42_V11-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.70542,DPOA
65222,65222,/Jet/Run2011A-May10ReReco-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,1.439,DPOA
65320,65320,/QCD_Pt-600to800_TuneZ2_7TeV_pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.25051,DPOA
65357,65357,/Tau/Run2011A-May10ReReco-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,1.19804,DPOA
65359,65359,/QCD_Pt-800to1000_TuneZ2_7TeV_pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.19478,DPOA
65378,65378,/QCD_Pt-470to600_TuneZ2_7TeV_pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.16232,DPOA
65383,65383,/DY3Jets_M-10To50_TuneZ2_7TeV-madgraph/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.15232,DPOA
65444,65444,/JPsiToMuMu_2MuPEtaFilter_7TeV-pythia6-evtgen/Fall11-HLTBPh2011_START42_V14B-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.08966,DPOA
65449,65449,/JPsiToMuMu_2MuPEtaFilter_7TeV-pythia6-evtgen/Fall11-HLTBPh2011_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.08609,DPOA
65510,65510,/TTbar_TuneZ2star_13TeV-pythia6-tauola/Summer13dr53X-PU45bx25_START53_V19D-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,1.03436,DPOA
65620,65620,/TTbar_TuneZ2star_13TeV-powheg-tauola/Summer13dr53X-PU45bx25_START53_V19D-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.9474,DPOA
65634,65634,/Commissioning/Run2010B-Dec22ReReco_v2/AOD,T1_FR_CCIN2P3_Tape,AOD,0.9374,DPOA
65675,65675,/Commissioning/Run2010B-Nov4ReReco_v1/AOD,T1_FR_CCIN2P3_Tape,AOD,0.90379,DPOA
65809,65809,/PhotonHad/Run2011A-05Aug2011-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,0.76217,DPOA
65857,65857,/Cosmics/Run2015D-20Jan2016-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,0.72429,DPOA
65881,65881,/Jet/Run2011A-05Aug2011-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,0.70131,DPOA
65899,65899,/PhotonHad/Run2011A-May10ReReco-v1/AOD,T1_FR_CCIN2P3_Tape,AOD,0.68583,DPOA
66030,66030,/QCD_Pt-1000to1400_TuneZ2_7TeV_pythia6/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.61394,DPOA
66092,66092,/TTbar_TuneZ2star_13TeV-powheg-tauola/Summer13dr53X-PU25bx25_START53_V19D-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.59742,DPOA
66231,66231,/JPsiToMuMu_2MuPEtaFilter_7TeV-pythia6-evtgen/Fall11-E7TeV_Ave32_50ns-v2/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.53855,DPOA
66295,66295,/VBF_HToBB_M-120_TuneZ2_7TeV-pythia6/Fall11-E7TeV_Ave32_50ns-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.51027,DPOA
66449,66449,/Upsilon1SToMuMu_2MuEtaFilter_tuneD6T_7TeV-pythia6-evtgen/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.45172,DPOA
66526,66526,/TTJets_TuneZ2_mass173_5_7TeV-madgraph-tauola/Fall11-PU_S6_START42_V14B-v1/AODSIM,T1_FR_CCIN2P3_Tape,AODSIM,0.43021,DPOA
